,R_fighter,B_fighter,win_by,last_round,date,location,Fight_type,Winner,indexfighter1,Agefighter1,weight_classfighter1,height_cmfighter1,reach_cmfighter1,ape_indexfighter1,Number_of_fightsfighter1,win_percentagefighter1,O_SLpMfighter1,O_StrPctfighter1,D_SApMfighter1,D_StrPctfighter1,O_TdAvgfighter1,O_TdAccfighter1,O_SubAvgfighter1,D_TdPctfighter1,weightfighter1,indexfighter2,Agefighter2,weight_classfighter2,height_cmfighter2,reach_cmfighter2,ape_indexfighter2,Number_of_fightsfighter2,win_percentagefighter2,O_SLpMfighter2,O_StrPctfighter2,D_SApMfighter2,D_StrPctfighter2,O_TdAvgfighter2,O_TdAccfighter2,O_SubAvgfighter2,D_TdPctfighter2,weightfighter2
62,Andre Ewell,Chris Gutierrez,Decision - Unanimous,3,"February 13, 2021","Las Vegas, Nevada, USA",Catch Weight Bout,0,2205,34,Featherweight 145 lb,173.0,190.0,1.0982658959537572,26,0.6538461538461539,4.28,0.4,4.87,0.51,0.36,0.75,0.1,0.72,145,2346,30,Featherweight 145 lb,175.0,170.0,0.9714285714285714,22,0.7727272727272727,4.63,0.59,2.5,0.62,0.48,0.37,0.2,0.75,145
63,Manel Kape,Alexandre Pantoja,Decision - Unanimous,3,"February 06, 2021","Las Vegas, Nevada, USA",Flyweight Bout,0,109,28,Flyweight 125 lb,165.0,173.0,1.0484848484848486,23,0.7391304347826086,4.69,0.53,4.59,0.51,0.77,0.28,0.0,0.8,125,774,31,Flyweight 125 lb,165.0,170.0,1.0303030303030305,29,0.8275862068965517,4.24,0.48,3.34,0.55,1.26,0.38,1.1,0.67,125
64,Karol Rosa,Joselyne Edwards,Decision - Unanimous,3,"February 06, 2021","Las Vegas, Nevada, USA",Women's Bantamweight Bout,1,957,27,Bantamweight 135 lb,165.0,170.0,1.0303030303030305,18,0.8333333333333334,7.88,0.54,5.17,0.5,1.5,0.5,0.0,0.91,135,2249,26,Bantamweight 135 lb,173.0,178.0,1.0289017341040465,14,0.7142857142857143,3.47,0.54,2.96,0.44,0.33,0.16,0.3,0.47,135
65,Justin Jaynes,Devonte Smith,TKO - Doctor's Stoppage,2,"February 06, 2021","Las Vegas, Nevada, USA",Catch Weight Bout,0,1703,32,Featherweight 145 lb,170.0,173.0,1.0176470588235291,24,0.6666666666666666,3.34,0.44,5.33,0.62,0.75,0.4,1.1,0.2,145,906,28,Lightweight 155 lb,175.0,193.0,1.1028571428571428,14,0.7857142857142857,5.1,0.52,3.86,0.54,0.53,1.0,0.5,0.8,155
66,Clay Guida,Michael Johnson,Decision - Unanimous,3,"February 06, 2021","Las Vegas, Nevada, USA",Lightweight Bout,1,2359,40,Lightweight 155 lb,170.0,178.0,1.0470588235294118,55,0.6727272727272727,2.53,0.34,2.76,0.62,3.26,0.38,0.7,0.68,155,2716,35,Lightweight 155 lb,178.0,185.0,1.0393258426966292,37,0.5405405405405406,4.21,0.38,3.82,0.58,0.49,0.45,0.1,0.77,155
67,Alexander Volkov,Alistair Overeem,KO/TKO,2,"February 06, 2021","Las Vegas, Nevada, USA",Heavyweight Bout,1,1352,33,Heavyweight 265 lb,201.0,203.0,1.0099502487562189,43,0.7906976744186046,4.86,0.57,2.95,0.54,0.53,0.7,0.1,0.73,250,601,41,Heavyweight 265 lb,193.0,203.0,1.0518134715025906,66,0.7121212121212122,3.67,0.64,2.44,0.57,1.42,0.55,0.8,0.73,265
68,Beneil Dariush,Diego Ferreira,Decision - Split,3,"February 06, 2021","Las Vegas, Nevada, USA",Lightweight Bout,1,2187,32,Lightweight 155 lb,178.0,183.0,1.0280898876404494,26,0.8076923076923077,3.8,0.49,2.58,0.58,2.11,0.34,1.0,0.81,155,2323,37,Lightweight 155 lb,175.0,188.0,1.0742857142857145,22,0.7727272727272727,4.67,0.37,3.35,0.56,0.75,0.24,0.8,0.63,155
69,Frankie Edgar,Cory Sandhagen,KO/TKO,1,"February 06, 2021","Las Vegas, Nevada, USA",Bantamweight Bout,0,2256,40,Bantamweight 135 lb,168.0,173.0,1.0297619047619049,34,0.6764705882352942,3.79,0.4,2.81,0.66,2.3,0.31,0.3,0.65,135,1200,29,Bantamweight 135 lb,180.0,178.0,0.9888888888888888,18,0.7777777777777778,6.42,0.44,4.5,0.55,0.71,0.33,0.4,0.67,135
70,Mike Rodriguez,Danilo Marques,Submission,2,"February 06, 2021","Las Vegas, Nevada, USA",Light Heavyweight Bout,0,1035,33,Light Heavyweight 205 lb,193.0,208.0,1.077720207253886,18,0.6111111111111112,4.35,0.53,4.24,0.41,0.0,0.0,0.0,0.37,205,457,36,Light Heavyweight 205 lb,198.0,196.0,0.98989898989899,15,0.7333333333333333,1.44,0.79,2.52,0.52,3.93,0.28,0.8,0.0,205
71,Jerome Rivera,Ode Osbourne,KO/TKO,1,"February 06, 2021","Las Vegas, Nevada, USA",Featherweight Bout,0,1075,26,Flyweight 125 lb,178.0,183.0,1.0280898876404494,16,0.625,3.21,0.33,2.6,0.51,0.0,0.0,0.0,0.4,125,609,30,Flyweight 125 lb,170.0,185.0,1.088235294117647,14,0.7142857142857143,4.74,0.44,4.92,0.42,1.09,0.25,0.5,0.66,125
72,Youssef Zalal,SeungWoo Choi,Decision - Unanimous,3,"February 06, 2021","Las Vegas, Nevada, USA",Featherweight Bout,0,1558,25,Featherweight 145 lb,178.0,183.0,1.0280898876404494,15,0.6666666666666666,2.51,0.5,1.74,0.64,2.33,0.29,1.2,0.56,145,2002,29,Featherweight 145 lb,183.0,188.0,1.0273224043715847,14,0.7142857142857143,3.38,0.4,2.91,0.43,0.88,0.57,0.0,0.66,145
73,Molly McCann,Lara Procopio,Decision - Unanimous,3,"February 06, 2021","Las Vegas, Nevada, USA",Women's Flyweight Bout,0,413,31,Flyweight 125 lb,163.0,157.0,0.9631901840490796,15,0.7333333333333333,5.67,0.49,4.87,0.65,1.7,0.32,0.6,0.34,125,662,26,Flyweight 125 lb,163.0,170.0,1.0429447852760736,9,0.7777777777777778,5.64,0.58,6.5,0.47,3.15,0.47,0.3,0.5,125
74,Timur Valiev,Martin Day,Decision - Unanimous,3,"February 06, 2021","Las Vegas, Nevada, USA",Featherweight Bout,1,1408,32,Bantamweight 135 lb,168.0,170.0,1.011904761904762,20,0.9,5.35,0.55,2.79,0.5,1.62,0.33,0.0,0.5,135,2175,33,Featherweight 145 lb,178.0,185.0,1.0393258426966292,14,0.5714285714285714,3.97,0.45,3.79,0.53,0.72,0.6,0.5,0.65,145
75,Dan Hooker,Michael Chandler,KO/TKO,1,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight Bout,0,2530,32,Featherweight 145 lb,183.0,190.0,1.0382513661202186,32,0.65625,4.9,0.47,4.61,0.52,0.9,0.36,0.2,0.78,145,2017,35,Lightweight 155 lb,173.0,180.0,1.0404624277456649,29,0.7586206896551724,5.17,0.46,4.98,0.44,1.73,0.33,1.1,0.71,155
76,Andrew Sanchez,Makhmud Muradov,KO/TKO,3,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,0,1204,33,Middleweight 185 lb,185.0,188.0,1.0162162162162165,20,0.65,4.3,0.43,5.1,0.5,2.55,0.36,0.0,1.0,185,255,32,Middleweight 185 lb,188.0,190.0,1.0106382978723405,32,0.78125,5.39,0.42,3.17,0.61,0.31,0.16,0.3,0.8,185
77,Sara McMann,Julianna Pena,Submission,3,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Bantamweight Bout,0,386,41,Bantamweight 135 lb,168.0,168.0,1.0,18,0.6666666666666666,2.32,0.45,1.94,0.48,4.41,0.65,0.5,0.5,135,748,32,Bantamweight 135 lb,168.0,175.0,1.0416666666666667,16,0.75,3.36,0.49,2.02,0.53,2.43,0.55,0.9,0.22,135
78,Dustin Poirier,Conor McGregor,KO/TKO,2,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight Bout,1,688,33,Lightweight 155 lb,175.0,183.0,1.0457142857142858,35,0.8,5.61,0.5,4.28,0.53,1.44,0.36,1.2,0.64,155,395,33,Lightweight 155 lb,175.0,188.0,1.0742857142857145,28,0.7857142857142857,5.32,0.49,4.66,0.54,0.67,0.55,0.1,0.66,155
79,Brad Tavares,Antonio Carlos Junior,Decision - Unanimous,3,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,1,1314,34,Middleweight 185 lb,185.0,188.0,1.0162162162162165,26,0.7307692307692307,3.18,0.42,2.76,0.57,0.91,0.27,0.0,0.79,185,2052,31,Middleweight 185 lb,188.0,201.0,1.069148936170213,16,0.6875,1.95,0.42,2.14,0.52,3.42,0.39,0.8,0.53,185
80,Matt Frevola,Arman Tsarukyan,Decision - Unanimous,3,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight Bout,0,2275,31,Lightweight 155 lb,175.0,180.0,1.0285714285714285,13,0.6923076923076923,3.43,0.41,3.47,0.59,2.47,0.37,1.0,0.42,155,1251,25,Lightweight 155 lb,170.0,183.0,1.076470588235294,19,0.8947368421052632,3.59,0.46,1.4,0.62,3.38,0.34,0.0,0.78,155
81,Amanda Ribas,Marina Rodriguez,KO/TKO,2,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Strawweight Bout,0,1112,28,Flyweight 125 lb,160.0,168.0,1.05,13,0.8461538461538461,4.65,0.42,2.17,0.7,1.99,0.47,1.5,0.86,125,1034,34,Strawweight 115 lb,168.0,165.0,0.9821428571428572,18,0.8333333333333334,5.05,0.49,3.0,0.57,0.22,0.33,0.2,0.67,115
82,Zhalgas Zhumagulov,Amir Albazi,Decision - Unanimous,3,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Flyweight Bout,0,1544,33,Flyweight 125 lb,163.0,168.0,1.030674846625767,20,0.7,4.6,0.46,5.1,0.54,1.25,0.21,0.4,0.5,125,1673,28,Flyweight 125 lb,165.0,173.0,1.0484848484848486,15,0.9333333333333332,4.06,0.4,3.15,0.58,2.28,0.75,0.8,0.66,125
83,Marcin Prachnio,Khalil Rountree Jr.,Decision - Unanimous,3,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Light Heavyweight Bout,1,674,33,Light Heavyweight 205 lb,190.0,188.0,0.9894736842105264,20,0.75,6.28,0.51,4.1,0.57,0.0,0.0,0.0,0.0,205,949,32,Light Heavyweight 205 lb,185.0,193.0,1.0432432432432432,15,0.6666666666666666,3.24,0.38,3.58,0.49,0.0,0.0,0.2,0.5,205
84,Nik Lentz,Movsar Evloev,Decision - Split,3,"January 23, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Catch Weight Bout,0,176,37,Featherweight 145 lb,173.0,173.0,1.0,44,0.6818181818181818,3.44,0.47,3.25,0.5,3.3,0.32,1.2,0.43,145,2207,28,Featherweight 145 lb,170.0,183.0,1.076470588235294,15,1.0,4.32,0.44,2.79,0.63,4.0,0.47,0.4,0.71,145
85,Ricky Simon,Gaetano Pirrello,Submission,2,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Bantamweight Bout,1,932,29,Bantamweight 135 lb,168.0,175.0,1.0416666666666667,22,0.8636363636363636,3.04,0.43,3.0,0.64,6.76,0.54,0.4,0.72,135,692,29,Bantamweight 135 lb,170.0,165.0,0.9705882352941176,23,0.6521739130434783,0.99,0.55,2.44,0.42,0.0,0.0,0.0,0.3,135
86,Omari Akhmedov,Tom Breese,Submission,2,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,1,1680,34,Middleweight 185 lb,183.0,185.0,1.010928961748634,28,0.75,2.97,0.34,2.84,0.55,2.58,0.45,0.2,0.65,185,1775,30,Middleweight 185 lb,190.0,185.0,0.9736842105263158,15,0.8,3.34,0.5,2.81,0.6,0.0,0.0,1.1,0.7,185
87,Warlley Alves,Mounir Lazzez,KO/TKO,1,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Welterweight Bout,1,1631,31,Welterweight 170 lb,180.0,183.0,1.0166666666666666,20,0.75,3.07,0.48,3.63,0.51,1.42,0.52,1.1,0.78,170,203,34,Welterweight 170 lb,185.0,193.0,1.0432432432432432,12,0.8333333333333334,5.69,0.55,4.78,0.45,3.41,1.0,0.0,0.6,170
88,Matt Schnell,Tyson Nam,Decision - Split,3,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Flyweight Bout,1,1090,32,Flyweight 125 lb,173.0,178.0,1.0289017341040465,20,0.75,4.23,0.38,4.17,0.59,0.39,0.33,1.0,0.5,125,583,38,Flyweight 125 lb,170.0,173.0,1.0176470588235291,33,0.6060606060606061,3.64,0.31,5.69,0.64,0.0,0.0,0.0,1.0,125
89,Viviane Araujo,Roxanne Modafferi,Decision - Unanimous,3,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Flyweight Bout,1,1596,35,Flyweight 125 lb,163.0,173.0,1.0613496932515338,13,0.7692307692307693,5.14,0.47,5.48,0.59,2.1,0.6,0.3,0.94,125,316,39,Flyweight 125 lb,170.0,175.0,1.0294117647058822,46,0.5434782608695652,3.35,0.3,5.7,0.51,1.35,0.23,0.1,0.3,125
90,Vinicius Moreira,Ike Villanueva,KO/TKO,2,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Light Heavyweight Bout,0,280,33,Light Heavyweight 205 lb,193.0,193.0,1.0,14,0.6428571428571429,3.15,0.59,5.07,0.43,1.97,0.18,1.3,0.0,205,1366,37,Light Heavyweight 205 lb,185.0,185.0,1.0,31,0.5806451612903226,4.35,0.4,7.91,0.37,0.74,0.5,0.0,1.0,205
91,Neil Magny,Michael Chiesa,Decision - Unanimous,5,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Welterweight Bout,0,493,34,Welterweight 170 lb,190.0,203.0,1.068421052631579,34,0.7352941176470589,3.67,0.46,2.06,0.56,2.44,0.42,0.3,0.57,170,2009,34,Welterweight 170 lb,185.0,190.0,1.027027027027027,24,0.75,1.88,0.41,1.67,0.54,3.39,0.54,1.0,0.6,170
92,Lerone Murphy,Douglas Silva de Andrade,Decision - Unanimous,3,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,1,248,30,Featherweight 145 lb,175.0,185.0,1.0571428571428572,12,0.9166666666666666,2.58,0.42,1.9,0.62,0.76,0.33,0.8,0.36,145,936,36,Bantamweight 135 lb,170.0,173.0,1.0176470588235291,32,0.875,3.83,0.39,4.19,0.57,0.64,0.45,0.3,0.68,135
93,Francisco Figueiredo,Jerome Rivera,Decision - Unanimous,3,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Flyweight Bout,1,2317,32,Bantamweight 135 lb,168.0,173.0,1.0297619047619049,17,0.7058823529411765,1.9,0.58,2.57,0.64,3.0,0.75,0.0,0.87,135,1075,26,Flyweight 125 lb,178.0,183.0,1.0280898876404494,16,0.625,3.21,0.33,2.6,0.51,0.0,0.0,0.0,0.4,125
94,Mason Jones,Mike Davis,Decision - Unanimous,3,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight Bout,0,2700,26,Lightweight 155 lb,178.0,188.0,1.0561797752808988,12,0.9166666666666666,6.71,0.45,5.59,0.46,4.43,0.52,0.0,0.78,155,2179,29,Lightweight 155 lb,183.0,183.0,1.0,11,0.8181818181818182,6.24,0.53,6.76,0.57,1.39,0.33,0.0,0.69,155
95,Markus Perez,Dalcha Lungiambula,Decision - Unanimous,3,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,0,731,33,Middleweight 185 lb,185.0,185.0,1.0,17,0.7058823529411765,2.6,0.47,3.72,0.52,0.81,0.25,1.0,0.77,185,125,34,Middleweight 185 lb,173.0,193.0,1.115606936416185,14,0.7857142857142857,2.97,0.43,3.91,0.54,2.05,0.46,0.0,0.75,185
96,Sergey Morozov,Umar Nurmagomedov,Submission,2,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Bantamweight Bout,0,273,32,Bantamweight 135 lb,168.0,170.0,1.011904761904762,22,0.7727272727272727,2.78,0.44,2.96,0.58,3.28,0.33,0.0,0.61,135,515,26,Featherweight 145 lb,173.0,175.0,1.0115606936416186,13,1.0,2.89,0.6,0.81,0.76,8.67,0.45,1.7,0.0,145
97,Victoria Leonardo,Manon Fiorot,KO/TKO,2,"January 20, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Flyweight Bout,0,174,32,Flyweight 125 lb,165.0,163.0,0.987878787878788,13,0.6153846153846154,3.71,0.41,5.14,0.45,1.56,0.27,0.0,0.66,125,2311,32,Flyweight 125 lb,170.0,165.0,0.9705882352941176,9,0.8888888888888888,7.1,0.42,2.55,0.7,1.87,0.5,0.0,1.0,125
98,Wu Yanan,Joselyne Edwards,Decision - Unanimous,3,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Bantamweight Bout,0,5,25,Bantamweight 135 lb,173.0,168.0,0.9710982658959536,15,0.7333333333333333,4.51,0.45,4.82,0.51,0.61,0.22,0.3,0.66,135,2249,26,Bantamweight 135 lb,173.0,178.0,1.0289017341040465,14,0.7142857142857143,3.47,0.54,2.96,0.44,0.33,0.16,0.3,0.47,135
99,Punahele Soriano,Dusko Todorovic,KO/TKO,1,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,1,888,29,Middleweight 185 lb,180.0,183.0,1.0166666666666666,10,0.8,4.03,0.47,3.56,0.52,1.13,0.66,0.0,0.35,185,1278,27,Middleweight 185 lb,185.0,188.0,1.0162162162162165,13,0.8461538461538461,5.8,0.54,4.96,0.49,0.63,0.09,0.0,0.5,185
100,Justin Tafa,Carlos Felipe,Decision - Split,3,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Heavyweight Bout,0,1336,28,Heavyweight 265 lb,183.0,188.0,1.0273224043715847,8,0.625,5.02,0.55,5.94,0.49,0.0,0.0,0.0,1.0,264,2330,27,Heavyweight 265 lb,183.0,190.0,1.0382513661202186,13,0.8461538461538461,4.88,0.45,5.6,0.5,0.0,0.0,0.0,0.72,245
101,Carlos Condit,Matt Brown,Decision - Unanimous,3,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Welterweight Bout,1,1970,37,Welterweight 170 lb,188.0,190.0,1.0106382978723405,46,0.6956521739130435,3.66,0.39,2.67,0.55,0.59,0.46,1.0,0.38,170,1759,41,Welterweight 170 lb,183.0,190.0,1.0382513661202186,43,0.5813953488372093,3.68,0.54,2.68,0.55,1.52,0.44,1.4,0.64,170
102,Ramazan Emeev,David Zawada,Decision - Split,3,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Welterweight Bout,1,2236,34,Welterweight 170 lb,178.0,193.0,1.0842696629213484,25,0.8,2.52,0.45,2.02,0.66,2.29,0.29,0.6,0.66,170,1553,31,Welterweight 170 lb,183.0,190.0,1.0382513661202186,24,0.7083333333333334,3.84,0.41,4.54,0.55,0.97,0.33,1.7,0.57,170
103,Joaquin Buckley,Alessio Di Chirico,KO/TKO,1,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,0,1740,27,Middleweight 185 lb,178.0,193.0,1.0842696629213484,18,0.7777777777777778,3.94,0.36,3.88,0.51,2.0,0.35,0.0,0.4,185,2146,32,Middleweight 185 lb,183.0,188.0,1.0273224043715847,19,0.6842105263157895,3.3,0.41,3.24,0.62,1.62,0.45,0.0,0.83,185
104,Li Jingliang,Santiago Ponzinibbio,KO/TKO,1,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Welterweight Bout,1,178,33,Welterweight 170 lb,183.0,180.0,0.9836065573770492,25,0.72,4.42,0.42,3.74,0.58,1.25,0.39,0.0,0.58,170,683,35,Welterweight 170 lb,183.0,185.0,1.010928961748634,34,0.8529411764705882,4.79,0.4,4.51,0.61,0.51,0.33,0.0,0.6,170
105,Calvin Kattar,Max Holloway,Decision - Unanimous,5,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,0,99,33,Featherweight 145 lb,180.0,183.0,1.0166666666666666,28,0.8214285714285714,5.19,0.41,7.64,0.52,0.51,0.29,0.1,0.89,145,2544,30,Featherweight 145 lb,180.0,175.0,0.9722222222222222,29,0.7931034482758621,7.38,0.47,4.69,0.6,0.31,0.66,0.3,0.84,145
106,Sarah Moras,Vanessa Melo,Decision - Unanimous,3,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Bantamweight Bout,0,285,33,Bantamweight 135 lb,170.0,170.0,1.0,14,0.4285714285714285,2.28,0.34,3.58,0.5,0.67,0.21,0.8,0.33,135,372,33,Bantamweight 135 lb,165.0,165.0,1.0,19,0.5789473684210527,3.48,0.3,6.13,0.59,0.0,0.0,0.0,0.71,135
107,Austin Lingo,Jacob Kilburn,Decision - Unanimous,3,"January 16, 2021","Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,1,157,27,Featherweight 145 lb,178.0,178.0,1.0,10,0.9,4.0,0.42,3.82,0.58,0.67,0.66,0.0,0.8,145,70,26,Featherweight 145 lb,175.0,183.0,1.0457142857142858,12,0.6666666666666666,2.56,0.33,6.78,0.35,0.51,0.05,0.5,0.2,145
108,Marlon Moraes,Rob Font,KO/TKO,1,"December 19, 2020","Las Vegas, Nevada, USA",Bantamweight Bout,0,295,33,Bantamweight 135 lb,168.0,170.0,1.011904761904762,33,0.696969696969697,3.34,0.4,4.47,0.53,0.89,0.41,0.4,0.46,135,2297,34,Bantamweight 135 lb,173.0,180.0,1.0404624277456649,24,0.7916666666666666,5.64,0.44,3.55,0.59,1.1,0.36,0.5,0.55,135
109,Sijara Eubanks,Pannie Kianzad,Decision - Unanimous,3,"December 19, 2020","Las Vegas, Nevada, USA",Women's Bantamweight Bout,0,2214,36,Flyweight 125 lb,163.0,170.0,1.0429447852760736,15,0.5333333333333333,4.3,0.43,3.43,0.57,1.9,0.44,0.3,0.66,125,74,30,Bantamweight 135 lb,170.0,168.0,0.9882352941176472,22,0.7272727272727273,5.34,0.49,4.35,0.53,0.31,0.22,0.1,0.77,135
110,Antonio Arroyo,Deron Winn,Decision - Unanimous,3,"December 19, 2020","Las Vegas, Nevada, USA",Catch Weight Bout,0,1586,32,Middleweight 185 lb,190.0,185.0,0.9736842105263158,14,0.6428571428571429,2.82,0.66,2.02,0.5,1.14,0.41,0.2,0.41,185,1427,32,Middleweight 185 lb,168.0,178.0,1.0595238095238095,9,0.7777777777777778,4.74,0.47,5.17,0.5,4.98,0.52,0.0,0.0,185
111,Geoff Neal,Stephen Thompson,Decision - Unanimous,5,"December 19, 2020","Las Vegas, Nevada, USA",Welterweight Bout,0,566,31,Welterweight 170 lb,180.0,190.0,1.0555555555555556,18,0.7777777777777778,4.63,0.49,4.91,0.62,0.5,0.5,0.2,0.85,170,1286,39,Welterweight 170 lb,183.0,190.0,1.0382513661202186,23,0.6956521739130435,3.9,0.43,2.81,0.56,0.29,0.41,0.0,0.63,170
112,Jose Aldo,Marlon Vera,Decision - Unanimous,3,"December 19, 2020","Las Vegas, Nevada, USA",Bantamweight Bout,1,1663,35,Bantamweight 135 lb,170.0,178.0,1.0470588235294118,38,0.8157894736842105,3.61,0.46,3.74,0.6,0.51,0.54,0.2,0.9,135,1383,29,Bantamweight 135 lb,173.0,178.0,1.0289017341040465,26,0.6923076923076923,4.08,0.51,4.27,0.5,0.82,0.42,1.3,0.69,135
113,Alex Morono,Anthony Pettis,Decision - Unanimous,3,"December 19, 2020","Las Vegas, Nevada, USA",Welterweight Bout,0,275,31,Welterweight 170 lb,180.0,183.0,1.0166666666666666,28,0.75,5.21,0.42,3.93,0.56,0.35,0.25,0.3,0.53,170,717,35,Lightweight 155 lb,178.0,183.0,1.0280898876404494,34,0.7058823529411765,3.05,0.47,3.44,0.54,0.61,0.5,1.1,0.6,155
114,Marcin Tybura,Greg Hardy,KO/TKO,2,"December 19, 2020","Las Vegas, Nevada, USA",Heavyweight Bout,1,8,36,Heavyweight 265 lb,190.0,198.0,1.0421052631578946,29,0.7586206896551724,3.65,0.49,3.44,0.54,1.54,0.32,0.1,0.82,249,2623,33,Heavyweight 265 lb,196.0,203.0,1.0357142857142858,11,0.6363636363636364,4.84,0.5,3.22,0.56,0.2,0.33,0.0,0.8,265
115,Khaos Williams,Michel Pereira,Decision - Unanimous,3,"December 19, 2020","Las Vegas, Nevada, USA",Welterweight Bout,0,1434,27,Welterweight 170 lb,183.0,196.0,1.0710382513661203,15,0.8666666666666667,5.0,0.38,3.38,0.49,0.0,0.0,0.0,0.5,170,737,28,Welterweight 170 lb,185.0,185.0,1.0,38,0.7105263157894737,4.71,0.55,3.24,0.6,1.84,0.55,0.7,1.0,170
116,Gillian Robertson,Taila Santos,Decision - Unanimous,3,"December 19, 2020","Las Vegas, Nevada, USA",Women's Flyweight Bout,0,1046,26,Flyweight 125 lb,165.0,160.0,0.9696969696969696,16,0.625,2.23,0.52,2.59,0.51,2.56,0.44,1.1,0.16,125,1163,28,Flyweight 125 lb,168.0,173.0,1.0297619047619049,20,0.95,3.71,0.5,2.23,0.63,2.44,0.86,1.1,0.88,125
117,Jimmy Flick,Cody Durden,Submission,1,"December 19, 2020","Las Vegas, Nevada, USA",Flyweight Bout,1,2303,31,Flyweight 125 lb,170.0,173.0,1.0176470588235291,21,0.7619047619047619,1.99,0.58,2.3,0.5,1.81,0.5,7.2,0.0,125,2089,30,Flyweight 125 lb,170.0,170.0,1.0,16,0.75,3.51,0.46,4.11,0.48,4.05,0.36,0.5,0.6,125
118,Jamie Pickett,Tafon Nchukwi,Decision - Unanimous,3,"December 19, 2020","Las Vegas, Nevada, USA",Middleweight Bout,0,703,33,Middleweight 185 lb,188.0,203.0,1.0797872340425532,20,0.65,2.89,0.5,3.97,0.46,1.57,0.47,0.2,0.64,185,569,27,Light Heavyweight 205 lb,183.0,196.0,1.0710382513661203,7,0.8571428571428571,6.56,0.53,4.13,0.55,1.15,0.57,0.0,0.66,205
119,Christos Giagos,Carlton Minus,Decision - Unanimous,3,"December 19, 2020","Las Vegas, Nevada, USA",Catch Weight Bout,1,2459,32,Lightweight 155 lb,178.0,180.0,1.0112359550561798,28,0.6785714285714286,2.88,0.41,2.93,0.49,3.31,0.41,0.5,0.52,155,336,28,Welterweight 170 lb,178.0,190.0,1.0674157303370786,13,0.7692307692307693,3.5,0.4,4.97,0.5,0.0,0.0,0.0,0.58,170
120,Rafael Fiziev,Renato Moicano,KO/TKO,1,"December 12, 2020","Las Vegas, Nevada, USA",Lightweight Bout,1,2306,29,Lightweight 155 lb,173.0,180.0,1.0404624277456649,12,0.9166666666666666,5.35,0.52,5.57,0.5,0.48,0.5,0.0,0.95,155,313,32,Lightweight 155 lb,180.0,183.0,1.0166666666666666,21,0.7619047619047619,5.12,0.47,3.58,0.64,2.14,0.53,0.8,0.8,155
121,Kevin Holland,Jacare Souza,KO/TKO,1,"December 12, 2020","Las Vegas, Nevada, USA",Middleweight Bout,1,2546,29,Middleweight 185 lb,190.0,206.0,1.0842105263157895,28,0.75,3.67,0.54,2.34,0.56,0.9,0.45,0.5,0.5,185,877,42,Middleweight 185 lb,185.0,183.0,0.9891891891891892,36,0.7222222222222222,2.53,0.47,2.83,0.62,2.57,0.39,1.3,0.57,185
