name,index,Age,weight_class,height_cm,reach_cm,ape_index,Number_of_fights,win_percentage,O_SLpM,O_StrPct,D_SApM,D_StrPct,O_TdAvg,O_TdAcc,O_SubAvg,D_TdPct,weight
Shonie Carter,2043,49,Welterweight 170 lb,178.0,178.0,1.0,89,0.5730337078651685,1.62,0.36,2.32,0.47,0.75,0.66,0.0,0.75,170
Cain Carrizosa,2044,35,Lightweight 155 lb,173.0,173.0,1.0,13,0.7692307692307693,2.72,0.42,5.8,0.51,0.0,0.0,0.0,0.14,155
Tim Caron,2045,34,Middleweight 185 lb,185.0,185.0,1.0,8,0.875,0.59,0.5,6.9,0.12,0.0,0.0,0.0,0.0,185
Luana Carolina,2046,28,Flyweight 125 lb,168.0,175.0,1.0416666666666667,10,0.8,4.49,0.5,2.85,0.48,0.0,0.0,1.2,0.88,125
Ariane Carnelossi,2047,29,Strawweight 115 lb,157.0,155.0,0.9872611464968153,16,0.875,4.21,0.4,5.52,0.47,2.39,0.62,0.5,0.25,115
Roan Carneiro,2048,43,Welterweight 170 lb,180.0,193.0,1.0722222222222222,32,0.65625,1.46,0.46,1.82,0.62,3.05,0.42,1.4,0.83,170
Liz Carmouche,2049,38,Flyweight 125 lb,168.0,168.0,1.0,20,0.65,2.78,0.54,2.51,0.61,2.57,0.51,0.3,0.65,125
Francis Carmont,2050,40,Light Heavyweight 205 lb,190.0,198.0,1.0421052631578946,37,0.6756756756756757,2.22,0.42,1.64,0.59,1.79,0.36,0.6,0.73,205
Spike Carlyle,2051,28,Featherweight 145 lb,173.0,180.0,1.0404624277456647,12,0.75,2.55,0.54,3.85,0.3,3.34,0.36,0.5,0.57,145
Antonio Carlos Junior,2052,31,Middleweight 185 lb,188.0,201.0,1.0691489361702127,16,0.6875,1.95,0.42,2.14,0.52,3.42,0.39,0.8,0.53,185
Chris Cariaso,2053,40,Flyweight 125 lb,160.0,163.0,1.01875,25,0.68,3.35,0.43,2.23,0.61,1.11,0.39,0.8,0.57,125
Phil Cardella,2054,45,Lightweight 155 lb,180.0,180.0,1.0,13,0.6153846153846154,2.47,0.5,2.0,0.57,0.0,0.0,2.5,0.11,155
Bryan Caraway,2055,37,Bantamweight 135 lb,173.0,173.0,1.0,30,0.7,2.53,0.34,3.61,0.54,2.57,0.25,0.8,0.8,135
Dos Caras Jr.,2056,44,Heavyweight 265 lb,193.0,193.0,1.0,14,0.6428571428571429,0.77,0.23,1.2,0.59,0.0,0.0,0.0,0.72,225
Gina Carano,2057,39,Featherweight 145 lb,173.0,173.0,1.0,8,0.875,4.5,0.47,2.66,0.64,1.24,0.66,1.6,0.85,145
Phil Caracappa,2058,29,Bantamweight 135 lb,173.0,178.0,1.0289017341040463,7,0.8571428571428571,2.93,0.5,4.07,0.29,1.0,0.08,1.0,1.0,135
Steve Cantwell,2059,35,Middleweight 185 lb,188.0,190.0,1.0106382978723405,13,0.5384615384615384,3.63,0.34,5.76,0.55,0.65,0.3,0.7,0.8,185
Bo Cantrell,2060,53,Heavyweight 265 lb,188.0,188.0,1.0,20,0.5,3.16,0.16,12.63,0.0,0.0,0.0,0.0,0.0,235
Jose Canseco,2061,57,Heavyweight 265 lb,193.0,193.0,1.0,1,0.0,0.78,0.1,4.68,0.62,0.0,0.0,0.0,0.0,240
Jared Cannonier,2062,37,Middleweight 185 lb,180.0,196.0,1.0888888888888888,20,0.75,3.76,0.5,3.29,0.63,0.23,0.5,0.0,0.65,185
Guido Cannetti,2063,42,Bantamweight 135 lb,168.0,173.0,1.0297619047619047,15,0.5333333333333333,3.2,0.54,2.87,0.5,2.04,0.5,0.2,0.7,135
Luiz Cane,2064,40,Middleweight 185 lb,188.0,196.0,1.0425531914893618,24,0.7083333333333334,4.79,0.41,5.0,0.6,0.56,0.28,0.3,1.0,185
Ronaldo Candido,2065,32,Flyweight 125 lb,168.0,168.0,1.0,6,1.0,1.67,0.42,3.87,0.52,8.0,0.53,5.0,0.0,125
Carlos Candelario,2066,30,Flyweight 125 lb,173.0,173.0,1.0,9,0.8888888888888888,4.37,0.49,4.17,0.46,2.5,0.31,0.0,0.47,125
Chico Camus,2067,37,Flyweight 125 lb,168.0,168.0,1.0,24,0.7083333333333334,2.58,0.41,2.46,0.64,0.77,0.4,0.4,0.72,125
Aleksa Camur,2068,26,Light Heavyweight 205 lb,185.0,188.0,1.0162162162162163,8,0.75,4.78,0.59,3.15,0.6,0.59,0.25,0.0,0.5,205
Will Campuzano,2069,35,Flyweight 125 lb,175.0,178.0,1.0171428571428571,20,0.7,2.43,0.31,3.82,0.57,0.88,0.45,0.2,0.48,125
Derek Campos,2070,33,Lightweight 155 lb,175.0,175.0,1.0,25,0.76,2.41,0.23,10.34,0.44,0.0,0.0,0.0,0.0,155
Wagner Campos,2071,40,Featherweight 145 lb,168.0,168.0,1.0,22,0.5454545454545454,1.54,0.41,2.53,0.51,2.71,1.0,0.0,0.0,145
Shane Campbell,2072,35,Lightweight 155 lb,183.0,180.0,0.9836065573770492,20,0.7,3.99,0.59,3.19,0.55,1.36,0.28,0.0,0.82,155
Brian Camozzi,2073,30,Welterweight 170 lb,188.0,198.0,1.053191489361702,12,0.5833333333333334,3.15,0.26,6.39,0.54,0.0,0.0,0.7,0.0,170
Chris Camozzi,2074,35,Middleweight 185 lb,188.0,190.0,1.0106382978723405,37,0.6486486486486487,3.57,0.44,2.96,0.56,0.27,0.19,0.5,0.57,185
Fabricio Camoes,2075,43,Lightweight 155 lb,178.0,180.0,1.0112359550561798,24,0.5833333333333334,1.29,0.33,1.85,0.61,2.34,0.32,1.5,0.2,155
Frank Camacho,2076,32,Welterweight 170 lb,178.0,185.0,1.0393258426966292,31,0.7096774193548387,6.67,0.46,7.31,0.52,1.17,0.45,0.0,0.72,170
Joe Camacho,2077,49,Lightweight 155 lb,175.0,175.0,1.0,35,0.37142857142857144,0.31,0.17,5.0,0.42,0.0,0.0,0.0,0.0,155
Cynthia Calvillo,2078,34,Flyweight 125 lb,163.0,163.0,1.0,14,0.6428571428571429,4.27,0.4,4.1,0.64,1.75,0.43,1.0,0.73,125
Darrion Caldwell,2079,34,Bantamweight 135 lb,178.0,178.0,1.0,11,0.9090909090909091,0.85,0.34,0.57,0.6,3.41,0.66,0.8,1.0,135
Priscila Cachoeira,2080,33,Flyweight 125 lb,170.0,165.0,0.9705882352941176,14,0.7142857142857143,3.82,0.41,6.97,0.4,0.0,0.0,0.0,0.65,125
Vince Cachero,2081,32,Featherweight 145 lb,168.0,173.0,1.0297619047619047,11,0.6363636363636364,3.29,0.45,6.51,0.43,0.0,0.0,0.5,0.18,145
Alex Caceres,2082,33,Featherweight 145 lb,178.0,185.0,1.0393258426966292,31,0.6129032258064516,4.14,0.51,2.85,0.65,0.55,0.78,0.8,0.64,145
Yan Cabral,2083,38,Lightweight 155 lb,180.0,185.0,1.0277777777777777,16,0.8125,2.02,0.47,1.98,0.62,2.89,0.35,1.2,0.37,155
Matt Dwyer,2084,32,Welterweight 170 lb,193.0,193.0,1.0,13,0.6923076923076923,2.57,0.34,3.24,0.54,0.44,0.1,0.0,0.6,170
David Dvorak,2085,29,Flyweight 125 lb,165.0,173.0,1.0484848484848486,23,0.8695652173913043,4.46,0.46,3.28,0.63,0.0,0.0,0.5,0.78,125
Merab Dvalishvili,2086,31,Bantamweight 135 lb,168.0,173.0,1.0297619047619047,18,0.7777777777777778,4.26,0.41,2.28,0.6,7.3,0.45,0.3,0.78,135
Rilley Dutro,2087,34,Flyweight 125 lb,173.0,173.0,1.0,15,0.7333333333333333,4.74,0.54,5.95,0.33,0.0,0.0,0.0,0.83,125
Luiz Dutra,2088,39,Welterweight 170 lb,180.0,180.0,1.0,20,0.65,3.92,0.5,4.8,0.41,0.0,0.0,0.0,1.0,170
Cody Durden,2089,30,Flyweight 125 lb,170.0,170.0,1.0,16,0.75,3.51,0.46,4.11,0.48,4.05,0.36,0.5,0.6,125
Reuben Duran,2090,38,Bantamweight 135 lb,170.0,180.0,1.0588235294117647,19,0.5789473684210527,3.19,0.49,2.61,0.5,0.98,0.23,0.7,0.25,135
Albert Duraev,2091,33,Middleweight 185 lb,180.0,190.0,1.0555555555555556,18,0.8333333333333334,3.95,0.51,2.33,0.56,1.62,0.2,1.6,0.5,185
Tom Duquesnoy,2092,28,Bantamweight 135 lb,170.0,173.0,1.0176470588235293,18,0.8888888888888888,3.83,0.45,5.3,0.62,0.42,0.25,0.0,0.46,135
Evan Dunham,2093,40,Lightweight 155 lb,178.0,178.0,1.0,28,0.6428571428571429,5.33,0.39,3.54,0.61,1.82,0.33,1.0,0.79,155
Chris Duncan,2094,28,Lightweight 155 lb,178.0,180.0,1.0112359550561798,8,0.875,6.59,0.45,7.5,0.32,5.49,0.66,0.0,0.0,155
Norma Dumont,2095,31,Featherweight 145 lb,170.0,170.0,1.0,8,0.875,3.96,0.5,2.2,0.67,1.28,0.45,0.0,1.0,145
Kelly Dullanty,2096,44,Lightweight 155 lb,173.0,173.0,1.0,6,0.6666666666666666,0.0,0.0,0.67,0.75,0.0,0.0,0.0,0.66,155
Jessamyn Duke,2097,35,Bantamweight 135 lb,180.0,185.0,1.0277777777777777,8,0.375,4.83,0.53,4.43,0.57,1.27,0.36,1.9,0.5,135
Alexis Dufresne,2098,31,Bantamweight 135 lb,175.0,175.0,1.0,9,0.6666666666666666,1.33,0.27,3.33,0.6,1.5,0.5,0.0,0.5,135
Joe Duffy,2099,34,Lightweight 155 lb,178.0,185.0,1.0393258426966292,21,0.7619047619047619,2.68,0.34,3.78,0.54,0.96,0.66,0.7,0.64,155
Todd Duffee,2100,36,Heavyweight 265 lb,190.0,198.0,1.0421052631578946,12,0.75,5.93,0.37,2.87,0.56,0.72,0.25,0.0,0.9,260
Milana Dudieva,2101,32,Bantamweight 135 lb,160.0,160.0,1.0,17,0.6470588235294118,0.87,0.31,3.43,0.58,2.34,0.45,0.0,0.0,135
Joe Duarte,2102,45,Lightweight 155 lb,175.0,173.0,0.9885714285714285,14,0.7142857142857143,2.27,0.38,4.0,0.53,3.0,0.5,1.0,0.69,155
Dricus Du Plessis,2103,28,Middleweight 185 lb,185.0,193.0,1.0432432432432432,18,0.8888888888888888,5.07,0.48,2.39,0.68,2.99,0.5,0.0,0.0,185
Robert Drysdale,2104,40,Light Heavyweight 205 lb,190.0,190.0,1.0,7,1.0,0.0,0.0,0.0,0.0,7.32,1.0,21.9,0.0,205
Tomasz Drwal,2105,40,Light Heavyweight 205 lb,185.0,193.0,1.0432432432432432,27,0.7777777777777778,3.29,0.38,2.26,0.57,3.55,0.6,0.4,0.82,205
Kyle Driscoll,2106,27,Featherweight 145 lb,180.0,188.0,1.0444444444444445,15,0.8,2.73,0.32,2.6,0.58,2.0,0.18,0.0,0.0,145
Edson Drago,2107,44,Heavyweight 265 lb,193.0,193.0,1.0,18,0.6111111111111112,1.16,0.4,2.39,0.36,0.0,0.0,0.0,0.55,220
John Doyle,2108,45,Light Heavyweight 205 lb,180.0,180.0,1.0,33,0.3333333333333333,3.5,0.44,10.51,0.27,0.0,0.0,0.0,0.0,205
Derek Downey,2109,41,Middleweight 185 lb,185.0,185.0,1.0,15,0.7333333333333333,0.32,1.0,3.36,0.12,2.4,0.16,0.0,0.0,185
Danny Downes,2110,35,Lightweight 155 lb,183.0,183.0,1.0,11,0.7272727272727273,1.66,0.34,3.53,0.37,0.0,0.0,0.5,0.37,155
Tiago dos Santos e Silva,2111,34,Featherweight 145 lb,175.0,178.0,1.0171428571428571,29,0.6896551724137931,3.69,0.35,4.23,0.59,0.63,0.11,0.3,0.33,145
Anderson Dos Santos,2112,36,Bantamweight 135 lb,165.0,178.0,1.0787878787878789,30,0.7,2.7,0.25,5.37,0.49,0.98,0.14,0.7,0.66,135
Antonio Dos Santos,2113,33,Middleweight 185 lb,178.0,178.0,1.0,10,0.6,5.4,0.51,3.94,0.43,0.0,0.0,0.0,1.0,185
Geronimo dos Santos,2114,41,Heavyweight 265 lb,190.0,190.0,1.0,58,0.6724137931034483,1.09,0.33,8.73,0.41,0.0,0.0,0.0,0.33,264
Junior Dos Santos,2115,38,Heavyweight 265 lb,193.0,196.0,1.0155440414507773,30,0.7,4.49,0.47,3.33,0.56,0.3,0.5,0.1,0.81,238
Rafael Dos Anjos,2116,37,Lightweight 155 lb,173.0,178.0,1.0289017341040463,43,0.6976744186046512,3.49,0.46,3.22,0.61,1.93,0.37,0.6,0.58,155
Cody Donovan,2117,41,Light Heavyweight 205 lb,190.0,188.0,0.9894736842105263,13,0.6153846153846154,5.61,0.59,5.44,0.45,1.67,0.28,1.7,0.0,205
John Donaldson,2118,29,Featherweight 145 lb,173.0,173.0,1.0,4,0.5,1.21,0.23,4.22,0.51,0.0,0.0,0.0,0.0,145
CB Dollaway,2119,38,Middleweight 185 lb,188.0,193.0,1.0265957446808511,26,0.6538461538461539,2.65,0.47,2.58,0.54,3.55,0.54,1.2,0.62,185
Cameron Dollar,2120,34,Lightweight 155 lb,180.0,180.0,1.0,16,0.6875,5.04,0.38,2.94,0.61,0.0,0.0,0.0,0.0,155
Roman Dolidze,2121,33,Middleweight 185 lb,188.0,193.0,1.0265957446808511,10,0.9,2.36,0.48,1.4,0.64,2.74,0.52,1.5,0.37,185
Joe Doerksen,2122,44,Middleweight 185 lb,183.0,190.0,1.0382513661202186,67,0.7611940298507462,1.43,0.42,2.79,0.5,2.02,0.33,2.3,0.33,185
John Dodson,2123,37,Bantamweight 135 lb,160.0,168.0,1.05,34,0.6470588235294118,3.2,0.4,3.58,0.61,0.71,0.28,0.0,0.82,135
AJ Dobson,2124,30,Middleweight 185 lb,185.0,193.0,1.0432432432432432,7,0.8571428571428571,4.7,0.57,4.55,0.39,0.78,0.5,0.8,0.62,185
Shana Dobson,2125,32,Flyweight 125 lb,168.0,175.0,1.0416666666666667,9,0.4444444444444444,3.34,0.37,5.2,0.5,0.84,0.5,0.0,0.14,125
Drew Dober,2126,33,Lightweight 155 lb,173.0,178.0,1.0289017341040463,34,0.6764705882352942,4.38,0.4,4.08,0.52,0.82,0.18,0.1,0.55,155
Russell Doane,2127,35,Bantamweight 135 lb,170.0,178.0,1.0470588235294118,23,0.6521739130434783,1.75,0.4,1.68,0.53,2.11,0.45,0.8,0.52,135
Matt Dixon,2128,26,Welterweight 170 lb,178.0,190.0,1.0674157303370786,10,0.9,1.97,0.43,4.56,0.37,3.06,0.3,0.0,0.0,170
Rico DiSciullo,2129,35,Bantamweight 135 lb,173.0,173.0,1.0,11,0.8181818181818182,1.71,0.33,4.41,0.56,0.0,0.0,0.0,0.0,135
Rodolfo Marques Diniz,2130,38,Bantamweight 135 lb,168.0,168.0,1.0,33,0.696969696969697,1.08,0.32,2.36,0.33,0.0,0.0,1.8,0.5,135
TJ Dillashaw,2131,36,Bantamweight 135 lb,168.0,170.0,1.0119047619047619,22,0.8181818181818182,5.26,0.41,3.27,0.63,1.63,0.3,0.8,0.86,135
Seth Dikun,2132,41,Bantamweight 135 lb,178.0,175.0,0.9831460674157303,17,0.5294117647058824,1.45,0.26,2.18,0.55,0.0,0.0,0.9,0.45,135
Kyle Dietz,2133,35,Bantamweight 135 lb,173.0,173.0,1.0,7,0.7142857142857143,1.82,0.45,2.08,0.62,0.0,0.0,0.0,0.0,135
Josh Diekmann,2134,45,Heavyweight 265 lb,163.0,163.0,1.0,23,0.6521739130434783,0.28,0.05,8.17,0.25,0.0,0.0,0.0,0.0,246
Adrian Diaz,2135,33,Featherweight 145 lb,178.0,178.0,1.0,16,0.6875,0.48,0.42,3.84,0.51,2.4,0.5,0.0,0.0,145
Nate Diaz,2136,36,Welterweight 170 lb,183.0,193.0,1.0546448087431695,34,0.6176470588235294,4.51,0.45,3.73,0.52,1.1,0.3,1.3,0.41,170
Nick Diaz,2137,38,Welterweight 170 lb,185.0,193.0,1.0432432432432432,36,0.7222222222222222,5.71,0.42,3.84,0.59,1.28,0.32,1.0,0.6,170
Hacran Dias,2138,37,Lightweight 155 lb,173.0,175.0,1.0115606936416186,30,0.7666666666666667,2.08,0.41,3.31,0.55,2.5,0.39,0.5,0.76,155
Rafael Dias,2139,42,Featherweight 145 lb,175.0,175.0,1.0,31,0.5483870967741935,1.13,0.27,2.19,0.6,3.17,0.47,1.2,1.0,145
Blood Diamond,2140,33,Welterweight 170 lb,180.0,193.0,1.0722222222222222,4,0.75,0.22,0.33,3.24,0.21,0.0,0.0,0.0,0.8,170
Tyler Diamond,2141,30,Featherweight 145 lb,170.0,175.0,1.0294117647058822,10,0.9,3.4,0.47,2.53,0.44,3.0,0.75,0.0,0.7,145
Marc Diakiese,2142,28,Lightweight 155 lb,178.0,185.0,1.0393258426966292,19,0.7368421052631579,3.06,0.38,2.8,0.54,2.13,0.35,0.0,0.62,155
Thomas Diagne,2143,38,Lightweight 155 lb,185.0,185.0,1.0,13,0.46153846153846156,4.53,0.48,4.53,0.63,2.0,1.0,0.0,0.66,154
Cyrille Diabate,2144,48,Light Heavyweight 205 lb,198.0,206.0,1.0404040404040404,30,0.6333333333333333,4.06,0.71,1.78,0.6,1.17,0.83,0.2,0.53,205
Micol Di Segni,2145,34,Strawweight 115 lb,160.0,152.0,0.95,10,0.7,7.47,0.4,5.87,0.33,0.0,0.0,0.0,0.37,115
Alessio Di Chirico,2146,32,Middleweight 185 lb,183.0,188.0,1.0273224043715847,19,0.6842105263157895,3.3,0.41,3.24,0.62,1.62,0.45,0.0,0.83,185
Edwin DeWees,2147,39,Middleweight 185 lb,185.0,185.0,1.0,55,0.6909090909090909,1.53,0.33,6.19,0.39,2.18,0.66,3.3,0.0,185
Tony DeSouza,2148,47,Welterweight 170 lb,183.0,178.0,0.9726775956284153,15,0.7333333333333333,1.12,0.52,1.57,0.41,2.25,0.42,1.5,0.4,170
Mackenzie Dern,2149,28,Strawweight 115 lb,163.0,160.0,0.9815950920245399,13,0.8461538461538461,3.13,0.36,4.22,0.57,0.54,0.1,1.8,0.0,115
Jason Dent,2150,41,Lightweight 155 lb,178.0,180.0,1.0112359550561798,35,0.6285714285714286,2.01,0.39,3.7,0.62,0.0,0.0,1.4,0.26,155
Thomas Denny,2151,50,Welterweight 170 lb,178.0,178.0,1.0,49,0.5510204081632653,2.36,0.45,4.69,0.4,1.48,0.17,1.5,0.42,170
Nick Denis,2152,38,Bantamweight 135 lb,170.0,170.0,1.0,14,0.7857142857142857,6.54,0.53,5.42,0.36,2.8,1.0,0.0,0.8,135
Chris Dempsey,2153,34,Middleweight 185 lb,178.0,183.0,1.0280898876404494,16,0.6875,2.25,0.32,2.82,0.65,2.64,0.23,0.0,0.16,185
Vanessa Demopoulos,2154,33,Flyweight 125 lb,157.0,150.0,0.9554140127388535,11,0.6363636363636364,3.02,0.42,4.63,0.39,0.0,0.0,1.9,0.33,125
Jon Delos Reyes,2155,34,Flyweight 125 lb,168.0,170.0,1.0119047619047619,13,0.6153846153846154,2.99,0.38,4.14,0.51,3.2,0.83,1.9,0.55,125
Roland Delorme,2156,38,Bantamweight 135 lb,175.0,180.0,1.0285714285714285,14,0.6428571428571429,2.28,0.44,4.32,0.4,2.51,0.34,1.6,0.42,135
Jack Della Maddalena,2157,25,Welterweight 170 lb,180.0,185.0,1.0277777777777777,13,0.8461538461538461,8.4,0.49,4.95,0.64,0.0,0.0,0.0,0.75,170
Rolando Delgado,2158,40,Lightweight 155 lb,190.0,196.0,1.0315789473684212,18,0.6111111111111112,1.56,0.4,1.83,0.62,1.17,0.22,3.5,0.0,155
Shane del Rosario,2159,38,Heavyweight 265 lb,193.0,193.0,1.0,13,0.8461538461538461,3.93,0.6,2.97,0.54,1.2,0.4,2.4,0.16,250
Tom DeBlass,2160,39,Middleweight 185 lb,183.0,183.0,1.0,11,0.8181818181818182,1.5,0.35,4.43,0.37,1.0,0.5,0.5,0.28,185
Germaine de Randamie,2161,37,Bantamweight 135 lb,175.0,180.0,1.0285714285714285,14,0.7142857142857143,2.72,0.46,2.14,0.65,0.0,0.0,0.4,0.69,135
Gloria de Paula,2162,26,Strawweight 115 lb,165.0,170.0,1.0303030303030303,10,0.6,4.2,0.52,2.91,0.65,0.33,0.2,0.7,0.68,115
Isabela de Padua,2163,30,Flyweight 125 lb,160.0,163.0,1.01875,7,0.7142857142857143,1.0,0.35,2.07,0.5,2.0,0.66,1.0,0.0,125
Jorge de Oliveira,2164,42,Lightweight 155 lb,173.0,173.0,1.0,11,0.8181818181818182,1.26,0.31,4.84,0.48,0.0,0.0,0.0,0.22,155
Edilberto de Oliveira,2165,39,Welterweight 170 lb,183.0,183.0,1.0,46,0.6304347826086957,4.12,0.32,6.79,0.61,0.0,0.0,0.0,0.0,170
Rodrigo de Lima,2166,30,Lightweight 155 lb,170.0,170.0,1.0,12,0.6666666666666666,1.29,0.33,5.5,0.32,2.66,0.36,1.3,0.0,155
Mike de la Torre,2167,35,Featherweight 145 lb,180.0,180.0,1.0,21,0.6666666666666666,3.21,0.39,4.75,0.51,0.36,0.16,0.0,0.83,145
Mark De La Rosa,2168,27,Bantamweight 135 lb,168.0,165.0,0.9821428571428571,16,0.6875,3.13,0.35,5.0,0.48,0.54,0.13,0.2,0.4,135
Montana De La Rosa,2169,27,Flyweight 125 lb,170.0,173.0,1.0176470588235293,19,0.631578947368421,2.87,0.37,3.17,0.45,2.25,0.31,1.1,0.57,125
Chris de la Rocha,2170,42,Heavyweight 265 lb,190.0,203.0,1.068421052631579,8,0.625,4.08,0.45,6.37,0.43,2.02,0.3,1.0,0.33,250
Philip De Fries,2171,35,Heavyweight 265 lb,196.0,201.0,1.0255102040816326,18,0.6666666666666666,2.3,0.47,3.0,0.37,3.29,0.42,0.6,1.0,250
Geraldo de Freitas,2172,30,Bantamweight 135 lb,170.0,183.0,1.076470588235294,18,0.6666666666666666,3.67,0.52,2.62,0.5,3.0,0.45,0.0,0.59,135
Yorgan De Castro,2173,35,Heavyweight 265 lb,183.0,188.0,1.0273224043715847,9,0.6666666666666666,2.46,0.43,3.85,0.53,0.0,0.0,0.0,0.77,250
Angel De Anda,2174,36,Heavyweight 265 lb,175.0,175.0,1.0,24,0.75,5.68,0.46,6.32,0.47,0.0,0.0,0.0,0.0,225
Martin Day,2175,33,Featherweight 145 lb,178.0,185.0,1.0393258426966292,14,0.5714285714285714,3.97,0.45,3.79,0.53,0.72,0.6,0.5,0.65,145
Jason Day,2176,40,Middleweight 185 lb,183.0,183.0,1.0,31,0.6129032258064516,3.61,0.54,3.46,0.47,1.13,1.0,0.0,0.0,185
Grant Dawson,2177,28,Lightweight 155 lb,178.0,183.0,1.0280898876404494,19,0.8947368421052632,3.06,0.5,2.05,0.49,3.36,0.32,1.3,0.4,155
Hakeem Dawodu,2178,30,Featherweight 145 lb,173.0,185.0,1.069364161849711,16,0.8125,5.39,0.5,2.72,0.59,0.0,0.0,0.0,0.65,145
Mike Davis,2179,29,Lightweight 155 lb,183.0,183.0,1.0,11,0.8181818181818182,6.24,0.53,6.76,0.57,1.39,0.33,0.0,0.69,155
Brandon Davis,2180,31,Bantamweight 135 lb,178.0,183.0,1.0280898876404494,19,0.5263157894736842,4.63,0.35,4.46,0.6,0.7,0.45,0.1,0.56,135
Alexis Davis,2181,37,Bantamweight 135 lb,168.0,173.0,1.0297619047619047,32,0.65625,4.63,0.49,4.45,0.54,0.95,0.44,0.7,0.34,135
Phil Davis,2182,37,Light Heavyweight 205 lb,188.0,201.0,1.0691489361702127,21,0.8095238095238095,2.85,0.34,1.33,0.72,2.99,0.38,0.6,0.72,205
LC Davis,2183,41,Bantamweight 135 lb,173.0,175.0,1.0115606936416186,31,0.7419354838709677,2.04,0.3,2.1,0.59,2.27,0.46,0.2,0.66,135
Marcus Davis,2184,48,Welterweight 170 lb,178.0,178.0,1.0,33,0.6666666666666666,2.72,0.39,2.79,0.65,1.6,0.48,1.4,0.47,170
Chris Daukaus,2185,32,Heavyweight 265 lb,190.0,193.0,1.0157894736842106,16,0.75,7.71,0.53,3.51,0.61,0.0,0.0,0.0,1.0,250
Kyle Daukaus,2186,29,Middleweight 185 lb,190.0,193.0,1.0157894736842106,13,0.8461538461538461,3.04,0.54,2.49,0.4,2.4,0.31,2.2,0.86,185
Beneil Dariush,2187,32,Lightweight 155 lb,178.0,183.0,1.0280898876404494,26,0.8076923076923077,3.8,0.49,2.58,0.58,2.11,0.34,1.0,0.81,155
Karen Darabedyan,2188,35,Lightweight 155 lb,170.0,173.0,1.0176470588235293,19,0.6842105263157895,3.43,0.51,2.62,0.67,2.14,0.75,0.0,0.0,155
Mac Danzig,2189,42,Lightweight 155 lb,173.0,178.0,1.0289017341040463,34,0.6176470588235294,3.39,0.48,3.44,0.57,1.2,0.37,0.6,0.46,155
Eduardo Dantas,2190,33,Bantamweight 135 lb,178.0,178.0,1.0,24,0.8333333333333334,3.33,0.6,3.0,0.6,4.0,0.23,0.0,1.0,135
Alexandre Dantas,2191,43,Heavyweight 265 lb,188.0,188.0,1.0,3,0.0,0.21,0.25,1.87,0.6,0.0,0.0,3.1,0.0,238
Jarjis Danho,2192,38,Heavyweight 265 lb,190.0,188.0,0.9894736842105263,9,0.7777777777777778,3.38,0.5,5.25,0.49,0.51,0.16,0.0,1.0,265
Cindy Dandois,2193,37,Bantamweight 135 lb,170.0,170.0,1.0,11,0.7272727272727273,3.13,0.32,3.4,0.58,5.0,0.55,0.0,0.0,135
Batgerel Danaa,2194,32,Bantamweight 135 lb,170.0,178.0,1.0470588235294118,12,0.8333333333333334,6.28,0.39,2.73,0.61,0.0,0.0,0.0,0.57,135
Rodrigo Damm,2195,42,Lightweight 155 lb,170.0,180.0,1.0588235294117647,22,0.5909090909090909,3.5,0.36,5.61,0.57,0.44,0.16,0.3,0.8,155
Leonardo Damiani,2196,31,Welterweight 170 lb,178.0,175.0,0.9831460674157303,14,0.7142857142857143,1.67,0.23,4.17,0.37,0.0,0.0,0.0,0.5,170
Aisling Daly,2197,34,Strawweight 115 lb,157.0,163.0,1.0382165605095541,22,0.7272727272727273,2.92,0.52,1.4,0.55,2.15,0.41,0.9,0.33,115
Dave Dalgliesh,2198,43,Light Heavyweight 205 lb,188.0,188.0,1.0,51,0.5882352941176471,0.0,0.0,1.85,0.5,0.0,0.0,0.0,0.0,205
Paul Daley,2199,39,Welterweight 170 lb,175.0,193.0,1.1028571428571428,56,0.6964285714285714,3.14,0.47,2.37,0.6,0.91,0.4,0.0,0.64,170
Nicolas Dalby,2200,37,Welterweight 170 lb,180.0,188.0,1.0444444444444445,24,0.7916666666666666,3.26,0.38,3.56,0.54,1.25,0.29,0.0,0.65,170
Daniel Da Silva,2201,25,Flyweight 125 lb,168.0,178.0,1.0595238095238095,13,0.8461538461538461,3.47,0.8,8.15,0.24,0.0,0.0,0.0,0.0,125
Alex Da Silva,2202,26,Lightweight 155 lb,173.0,185.0,1.069364161849711,24,0.875,2.07,0.46,2.65,0.55,2.75,0.43,0.4,0.77,155
Henrique da Silva,2203,32,Light Heavyweight 205 lb,190.0,193.0,1.0157894736842106,19,0.7368421052631579,3.89,0.6,5.28,0.4,0.25,0.14,0.2,0.22,205
Sarah D'alelio,2204,41,Featherweight 145 lb,170.0,170.0,1.0,18,0.6111111111111112,2.4,0.33,0.0,1.0,0.0,0.0,0.0,1.0,145
Andre Ewell,2205,34,Featherweight 145 lb,173.0,190.0,1.0982658959537572,26,0.6538461538461539,4.28,0.4,4.87,0.51,0.36,0.75,0.1,0.72,145
Neal Ewing,2206,36,Middleweight 185 lb,183.0,193.0,1.0546448087431695,6,1.0,2.27,0.6,1.93,0.48,5.0,0.62,0.0,0.0,185
Movsar Evloev,2207,28,Featherweight 145 lb,170.0,183.0,1.076470588235294,15,1.0,4.32,0.44,2.79,0.63,4.0,0.47,0.4,0.71,145
